公司名,城,注册号
江苏鹿港科技股份有限公司,江苏,320582000054425
江苏龙腾坤鑫建设发展有限公司,江苏,321088000029784
江阴市公有资产经营有限公司,江苏,320281000009467
泗洪光发彩印包装有限公司,江苏,321324000032366
泰凌医药（江苏）有限公司,江苏,321200400012634
泰州三福重工集团有限公司,江苏,321200000016875
泰州东星精密机器有限公司,江苏,321200400004482
泰州凤城河建设发展有限公司,江苏,321200000003348
泰州华诚医学投资集团有限公司,江苏,321200000018081
泰州市三泰船业有限公司,江苏,321203000000603
泰州市新滨江开发有限责任公司,江苏,321200000001491
泰州市港城驾驶员培训有限公司,江苏,321203000045413
泰州市鑫海投资有限公司,江苏,321202000003369
泰州新生源生物医药有限公司,江苏,321200400009964
泰州金泰环保热电有限公司,江苏,321200000002062
洪泽县现代新农村投资发展有限公司,江苏,320829000042883
海安利泰水务投资发展有限公司,江苏,320621000248397
海安县交通建设投资有限公司,江苏,320621000001474
海安县区域供水有限公司,江苏,320621000001101
海安县广播电视信息网络有限公司,江苏,320621000003343
涟水县涟缘水务有限公司,江苏,320826000002226
淮安园兴投资有限公司,江苏,320804000001374
淮安市交通控股有限公司,江苏,320800000003908
淮安市兴淮农村经济发展有限公司,江苏,320803000073960
淮安市华盛园林建设有限公司,江苏,320800000062254
淮安市尧塘装饰工程有限公司,江苏,320802000033938
淮安市康嘉实业有限公司,江苏,320891000000212
淮安开发物流有限公司,江苏,320891000025445
淮安恒兴综合大市场开发有限公司,江苏,320804000080354
淮安新城投资开发有限公司,江苏,320800000054617
淮安民用机场有限责任公司,江苏,320800000055945
淮安软件园管理发展有限公司,江苏,320891000009025
溧阳市城东农业科技有限公司,江苏,320481000071959
申环电缆科技有限公司,江苏,320282400009037
盐城南洋经济发展实业有限公司,江苏,320902000013226
盐城市大纵湖湖区资源开发有限公司,江苏,320928000061254
盐城市瀛洲宾馆有限公司,江苏,320902000013793
盐城市盐都交通建设发展有限公司,江苏,320928000066223
盱眙县天源水务有限公司,江苏,320830000065169
红豆集团有限公司,江苏,320205000064887
苏宁云商集团股份有限公司,江苏,320000000035248
苏州华东镀膜玻璃有限公司,江苏,320500400000901
苏州历史文化名城保护集团有限公司,江苏,320503000000368
苏州同里国际旅游开发有限公司,江苏,320584400000104
苏州天沃科技股份有限公司,江苏,320582000038079
苏州市金桥汽车产业园管理有限公司,江苏,320506000264211
苏州德胜东弇建设发展有限公司,江苏,320585000006027
苏州新区新宁自来水发展有限公司,江苏,320512000006216
苏州新区高新技术产业股份有限公司,江苏,320000000009807
苏州松鹤楼饮食文化有限公司,江苏,320500000028710
苏州汾湖投资集团有限公司,江苏,320584000082572
苏州沙家浜旅游发展有限公司,江苏,320581000008980
苏州漕湖科技发展股份有限公司,江苏,320507000003357
苏州相城经济开发区琳桥绿化有限公司,江苏,320507000004212
苏州第壹制药有限公司,江苏,320594400013985
苏州金螳螂建筑装饰股份有限公司,江苏,320000400000964
苏州阳澄湖生态休闲旅游有限公司,江苏,320507000099657
苏州高新区自来水有限公司,江苏,320512000003306
苏州高新污水处理有限公司,江苏,320512000000814
远东控股集团有限公司,江苏,320282000100726
连云港市东海县宏伟石英制品有限公司,江苏,320722000001027
连云港振兴实业集团有限公司,江苏,320700000001870
连云港桃盛熔融石英有限公司,江苏,320700400001501
连云港神农现代农业发展有限公司,江苏,320700000121094
连云港祥云投资有限公司,江苏,320723000003078
连云港连岛旅游开发有限公司,江苏,320700000005551
邳州市交通工程有限公司,江苏,320382000001252
邳州市恒润城市投资有限公司,江苏,320382000062535
邳州市水利建筑安装工程有限公司,江苏,320382000000410
金坛市国发国际投资发展有限公司,江苏,320482000079771
镇江交通产业集团有限公司,江苏,321100000001704
镇江市丹徒区新农村发展建设有限公司,江苏,321121000056526
镇江市丹徒区科创建设有限公司,江苏,321121000039050
镇江市大港建筑安装工程有限公司,江苏,321191000009657
镇江市风景旅游发展有限责任公司,江苏,321100000087388
镇江文化旅游产业集团有限责任公司,江苏,321100000001147
镇江港和新型建材有限公司,江苏,321191000028595
镇江港源水务有限责任公司,江苏,321191000003601
镇江索普化工新发展有限公司,江苏,321100000009578
靖江市华宇投资建设有限公司,江苏,321282000001009
靖江市滨江新城投资开发有限公司,江苏,321282000005368
顺风光电投资（中国）有限公司,江苏,320000400005739
骏浩科技（中国）有限公司,江苏,321181400004812
高邮开盛市政建设投资有限公司,江苏,321084000071118
黑牡丹（集团）股份有限公司,江苏,320400000003727
龙城旅游控股集团有限公司,江苏,320400000003323


万向钱潮股份有限公司,浙江,330000000050426
三维通信股份有限公司,浙江,330000000024408
上虞振能天然气有限公司,浙江,330600400002662
东阳福添影视有限公司,浙江,330783000041060
中国水产舟山海洋渔业公司,浙江,330900000005853
临安市城建发展有限公司,浙江,330185000008674
义乌市水务建设集团有限公司,浙江,330782000046748
乐清市宝乐能源实业有限公司,浙江,330382000020963
云鹏控股集团有限公司,浙江,331081100014195
五洋建设集团股份有限公司,浙江,330000000020340
京投银泰股份有限公司,浙江,330200000007765
余姚市交通投资有限公司,浙江,330281000054252
余姚市高铁站场建设投资有限公司,浙江,330281000075950
余姚经济开发区建设投资发展有限公司,浙江,330281000034554
华东医药股份有限公司,浙江,330000000049286
华仪电气股份有限公司,浙江,330000000016512
卧龙地产集团股份有限公司,浙江,330000000008831
台州市椒江金丰小额贷款有限公司,浙江,331002000057681
嘉兴市港区供水有限责任公司,浙江,330405000004293
嘉兴市港区污水处理有限责任公司,浙江,330405000009711
嘉兴市湘家荡发展投资集团有限公司,浙江,330400000014471
嘉兴市联众实业投资有限公司,浙江,330402000021513
嘉兴市闻源水务投资有限公司,浙江,330411000051116
奉化新城开发投资有限责任公司,浙江,330283000002906
宁波华宁围海工程有限公司,浙江,330226000033054
宁波市商贸集团有限公司,浙江,330200000070712
宁波市镇海区海江投资发展有限公司,浙江,330211000046627
宁波杉杉股份有限公司,浙江,330200000006090
宁波枫林绿色能源开发有限公司,浙江,330200000057215
宁波港股份有限公司,浙江,330200400022586
宁波热电股份有限公司,浙江,330200000069487
宁波轿辰集团股份有限公司,浙江,330200000039431
宁海县城投集团有限公司,浙江,330226000044913
安吉七彩灵峰农业发展有限公司,浙江,330523000062964
安吉县城西北开发有限公司,浙江,330523000052765
安吉县大竹海旅游有限公司,浙江,330523000016753
安吉县绿洲新农村建设有限公司,浙江,330523000035170
安吉紫梅实业有限公司,浙江,330523000032083
宏润建设集团股份有限公司,浙江,330200000028728
嵊州宾馆有限公司,浙江,330683000050494
平阳县利得海涂围垦开发有限公司,浙江,330326000034746
德清升华小额贷款股份有限公司,浙江,330500000007600
德清县下渚湖湿地旅游发展有限公司,浙江,330521000007897
德清县城市建设发展总公司,浙江,330521000024319
德清县德城园林绿化工程服务有限公司,浙江,330521000005963
德清县恒达建设发展有限公司,浙江,330521000025485
德清恒丰建设发展有限公司,浙江,330521000025573
志诚动力科技（杭州）有限公司,浙江,330100400016037
报喜鸟集团有限公司,浙江,330324000046785
新丽传媒股份有限公司,浙江,330783000048560
新光控股集团有限公司,浙江,330782000124437
新昌县交通投资有限公司,浙江,330624000024842
新湖中宝股份有限公司,浙江,330000000004201
杭州中科赛思节能设备有限公司,浙江,330122000034985
杭州临江投资发展有限公司,浙江,330181000031801
杭州前进齿轮箱集团股份有限公司,浙江,330181000004255
杭州士兰微电子股份有限公司,浙江,330000000052991
杭州天马时控科技有限公司,浙江,330100000092477
杭州富阳交通发展投资集团有限公司,浙江,330183000012456
杭州市城市建设发展有限公司,浙江,330100000074750
杭州市实业投资集团有限公司,浙江,330100000031027
杭州市设备安装有限公司,浙江,330100000029181
杭州帷盛科技有限公司,浙江,330108000042568
杭州建工混凝土有限公司,浙江,330105000055525
杭州易辰孚特汽车零部件有限公司,浙江,330185000050136
杭州深瑞水务有限公司,浙江,330105000012824
杭州益维汽车工业有限公司,浙江,330198000018057
杭州西子孚信科技有限公司,浙江,330100400050720
杭州钢铁股份有限公司,浙江,330000000025370
杭州钱江四桥经营有限公司,浙江,330100000206174
桐昆集团股份有限公司,浙江,330000000014744
横店集团东磁股份有限公司,浙江,330000000013406
江南阀门有限公司,浙江,330303000004676
沪光集团有限公司,浙江,330382000008225
浙江万丰奥威汽轮股份有限公司,浙江,330000000002915
浙江万里扬变速器股份有限公司,浙江,330700400004109
浙江万马股份有限公司,浙江,330000000002087
浙江东冠通信技术股份有限公司,浙江,330108000009173
浙江中欣化工股份有限公司,浙江,330600000009526
浙江亘古电缆股份有限公司,浙江,331000400002900
浙江亚厦装饰股份有限公司,浙江,330000000002564
浙江京新控股有限公司,浙江,330624000025860
浙江传化股份有限公司,浙江,330000000005534
浙江余姚工业园区开发建设投资有限公司,浙江,330281000112497
浙江允升投资集团有限公司,浙江,330400000000024
浙江创联信息技术股份有限公司,浙江,330000000031147
浙江升华拜克生物股份有限公司,浙江,330000400001808
浙江华金康工贸有限公司,浙江,330504000010131
浙江南浔古镇旅游发展有限公司,浙江,330504000022128
浙江博世华环保科技有限公司,浙江,330100000028445
浙江吉利控股集团有限公司,浙江,330000000011822
浙江向日葵光能科技股份有限公司,浙江,330600400004037
浙江嘉澳环保科技股份有限公司,浙江,330400400001753
浙江夏之远船舶经营有限公司,浙江,330921000003400
浙江大东吴集团建材构配件有限公司,浙江,330500000005788
浙江大东吴集团钢构有限公司,浙江,330500000000707
浙江大港印染有限公司,浙江,330506000004997
浙江大立科技股份有限公司,浙江,330000000021772
浙江天台公路运输有限公司,浙江,331023000018795
浙江天地钢结构有限公司,浙江,330800000021504
浙江天子湖实业投资有限公司,浙江,330523000003041
浙江太子龙实业发展有限公司,浙江,330181000050424
浙江太湖新城实业投资有限公司,浙江,330522000068284
浙江安吉修竹绿化工程有限公司,浙江,330523000017051
浙江富春江环保热电股份有限公司,浙江,330183000011082
浙江富立轴承钢管有限公司,浙江,330600400007019
浙江尖峰集团股份有限公司,浙江,330000000009457
浙江平湖华龙实业股份有限公司,浙江,330482000002455
浙江康恩贝制药股份有限公司,浙江,330000000010348
浙江康盛股份有限公司,浙江,330000000000265
浙江康迪车业有限公司,浙江,330700400009025
浙江彭公竹制品有限公司,浙江,330184000023336
浙江恩悠工贸有限公司,浙江,330723000018425
浙江报喜鸟服饰股份有限公司,浙江,330000000012956
浙江新三印印染有限公司,浙江,330621000172443
浙江明牌珠宝股份有限公司,浙江,330600400004957
浙江景兴纸业股份有限公司,浙江,330000400000326
浙江朝晖过滤技术股份有限公司,浙江,330000400003027
浙江森禾花卉科技有限公司,浙江,330000000036452
浙江欧亚薄膜材料有限公司,浙江,330000400001162
浙江正泰电器股份有限公司,浙江,330000000007234
浙江永利经编股份有限公司,浙江,330000000024570
浙江浙大网新图灵信息科技有限公司,浙江,330000000037986
浙江浦江百炼化工有限公司,浙江,330726000002640
浙江海普顿新材料股份有限公司,浙江,330184000075610
浙江海正药业股份有限公司,浙江,330000000037277
浙江海翔药业股份有限公司,浙江,330000000004437
浙江画之都文化创意股份有限公司,浙江,330782000020748
浙江百德纺织有限公司,浙江,330500400009737
浙江盾安人工环境股份有限公司,浙江,330000000019079
浙江省围海建设集团股份有限公司,浙江,330200000002881
浙江省国有资本运营有限公司,浙江,330000000075117
浙江省基础建设投资集团股份有限公司,浙江,330000000015920
浙江省浙商资产管理有限公司,浙江,330000000070558
浙江省诸暨市龙翔纤维有限公司,浙江,330681000048777
浙江绩丰岩土技术股份有限公司,浙江,330000000025482
浙江网新联合工程有限公司,浙江,330000000052493
浙江航民股份有限公司,浙江,330000000007710
浙江荣翔实业有限公司,浙江,330100000146709
浙江西塘旅游文化发展有限公司,浙江,330421000006439
浙江鑫达建设有限公司,浙江,330405000004269
浙江银轮机械股份有限公司,浙江,330000000001104
浙江长兴环太湖经济投资开发有限公司,浙江,330522000001774
浙江长荣建设工程有限公司,浙江,330104000039249
浙江骆氏减震件股份有限公司,浙江,331000000022137
海亮集团有限公司,浙江,330681000006692
海宁市交通投资集团有限公司,浙江,330481000015127
海宁市城市发展投资集团有限公司,浙江,330481000015959
海宁森德皮革有限公司,浙江,330400400020153
温州市旭升鞋业有限公司,浙江,330304000018396
湖州南太湖龟鳖特种养殖有限公司,浙江,330500000013681
湖州南浔振浔污水处理有限公司,浙江,330504000018822
湖州厉华妤婕联合纺织有限公司,浙江,330500400007684
湖州吴兴东部新农村建设投资有限公司,浙江,330500000008784
湖州吴兴南太湖建设投资有限公司,浙江,330500000006955
湖州城西新农村建设投资有限公司,浙江,330508000040726
湖州天外绿色包装印刷有限公司,浙江,330500000004890
湖州市中兴建设开发公司,浙江,330500000019390
湖州新城公用工程有限公司,浙江,330500000018410
湖州春语建设有限公司,浙江,330504000002439
湖州珍贝羊绒制品有限公司,浙江,330506000000418
湖州金冶电子材料股份有限公司,浙江,330500000014826
湖州金泰科技股份有限公司,浙江,330503000004683
瑞安华峰小额贷款股份有限公司,浙江,330300000028049
瑞安市水务集团有限公司,浙江,330381000072781
祥源控股集团有限责任公司,浙江,330600000032825
绍兴县汇金小额贷款股份有限公司,浙江,330600000049017
绍兴市上虞区交通投资有限公司,浙江,330682000038862
绍兴市协通实业发展有限公司,浙江,330600000131665
绍兴市城中村改造建设投资有限公司,浙江,330600000146583
绍兴市城北新城建设投资有限公司,浙江,330600000023688
绍兴市柯桥区中心城建设投资开发有限公司,浙江,330621000061213
绍兴市柯桥区国有资产投资经营有限公司,浙江,330621000191941
绍兴新锐传媒影视文化发展有限公司,浙江,330600000059650
绍兴杰龙玻璃有限公司,浙江,330600400003948
绍兴益泉大酒店有限公司,浙江,330600000011631
绿城房地产集团有限公司,浙江,330000400003272
美都经贸浙江有限公司,浙江,330000000023034
美都能源股份有限公司,浙江,330000000018153
联化科技股份有限公司,浙江,330000000000312
舟山中昌海运有限责任公司,浙江,330900000002019
舟山市德勤物流有限公司,浙江,330902000023353
舟山港集团有限公司,浙江,330900000008245
苍南联信小额贷款股份有限公司,浙江,330300000026504
荣安地产股份有限公司,浙江,330200000013909
荣盛石化股份有限公司,浙江,330000000008840
衢州市柯城区利民城乡建设投资开发有限责任公司,浙江,330800000042583
诸暨市水务集团有限公司,浙江,330681000102229
长兴交通投资集团有限公司,浙江,330522000018206
长兴南太湖投资开发有限公司,浙江,330522000027135
长兴县公路工程有限责任公司,浙江,330522000006413
长兴县永兴建设开发有限公司,浙江,330522000019098
长兴城市建设有限公司,浙江,330522000002293
露笑科技股份有限公司,浙江,330681000012331
飞虎科技有限公司,浙江,330483000056125
黎明液压有限公司,浙江,330302000030185


中城建第六工程局集团有限公司,安徽,340313000002482
中弘控股股份有限公司,安徽,340000000018072
中粮生物化学（安徽）股份有限公司,安徽,340000000001255
凯盛重工有限公司,安徽,340400000030136
利辛县春蕾农业发展有限责任公司,安徽,341623000001388
华孚色纺股份有限公司,安徽,340000000022641
天瑞集团萧县水泥有限公司,安徽,341322000008654
奥盛新材料股份有限公司,安徽,340500400000967
安徽华安达集团工艺品有限公司,安徽,341522000002319
安徽华岳矿物材料有限公司,安徽,340828000020014
安徽华茂纺织股份有限公司,安徽,340000000025385
安徽天润化学工业股份有限公司,安徽,340000400004104
安徽宣酒集团股份有限公司,安徽,342500000019258
安徽山鹰纸业股份有限公司,安徽,340000000014295
安徽恩龙园林股份有限公司,安徽,342502000003851
安徽海螺水泥股份有限公司,安徽,340000000000081
安徽淮河化工股份有限公司,安徽,340000000046437
安徽湖滨建设集团有限公司,安徽,340000000003437
安徽白兔湖动力股份有限公司,安徽,340881000041631
安徽皖江物流（集团）股份有限公司,安徽,340000000042587
安徽皖通高速公路股份有限公司,安徽,340000400002623
安徽省司尔特肥业股份有限公司,安徽,342500000007690
安徽省路网交通建设集团有限公司,安徽,340100000099746
安徽胜昔新材料科技有限公司,安徽,341500000163966
安徽蓝博旺机械集团,安徽,341521000030416
安徽金农生物技术有限公司,安徽,340106000023517
安徽金禾实业股份有限公司,安徽,341100000007764
寿县农业发展投资有限公司,安徽,341521000013920
正奇安徽金融控股有限公司,安徽,340100000705195
芜湖亚夏汽车股份有限公司,安徽,340200000018594
芜湖海螺型材科技股份有限公司,安徽,340000000017738
芜湖金牛电气股份有限公司,安徽,340223000012929
郎溪道其建设工程有限公司,安徽,342522000006201
长江精工钢结构（集团）股份有限公司,安徽,340000000022295
马鞍山钢铁股份有限公司,安徽,340000400002545


中国武夷实业股份有限公司,福建,350000100029637
中恒通（福建）机械制造有限公司,福建,350824100002276
冠城大通股份有限公司,福建,350000400000309
冠科（福建）电子科技实业有限公司,福建,350500400013970
华珠（泉州）鞋业有限公司,福建,350500400023369
华电福新能源股份有限公司,福建,350000100004157
厦门住宅建设集团有限公司,福建,350200100012016
厦门厦工机械股份有限公司,福建,350200100004303
厦门合兴包装印刷股份有限公司,福建,350200400019124
厦门圣达威服饰有限公司,福建,350203200117749
厦门梅花光电科技有限公司,福建,350200400032441
厦门禹洲鸿图地产开发有限公司,福建,350200490002255
国脉科技股份有限公司,福建,350000100002879
富贵鸟股份有限公司,福建,350500400054138
永安旭长实业有限公司,福建,350481100007270
泉州市汉威机械制造有限公司,福建,350500100014830
泰禾集团股份有限公司,福建,350000100016163
漳州发展水务集团有限公司,福建,350600100024200
漳州市九龙江集团有限公司,福建,350600100034416
漳州市交通发展集团有限公司,福建,350600100035714
漳州片仔癀药业股份有限公司,福建,350000100024317
环球石材（福建）有限公司,福建,350500400007615
盛屯矿业集团股份有限公司,福建,350200100006321
福建三钢闽光股份有限公司,福建,350000100009562
福建利树浆纸有限公司,福建,350783100007092
福建发展高速公路股份有限公司,福建,350000100010861
福建圣农发展股份有限公司,福建,350000100010183
福建泰龙电力股份有限公司,福建,350200200006837
福建漳州发展股份有限公司,福建,350000100031275
福建漳龙集团有限公司,福建,350600100018946
福建省三明纺织股份有限公司,福建,350400100006657
福建省客家土楼旅游发展有限公司,福建,350822100000399
福建省投资开发集团有限责任公司,福建,350000100028716
福建省求质体育用品有限公司,福建,350500400018896
福建省能源集团有限责任公司,福建,350000100016083
福建省邵武京天工艺有限公司,福建,350781100009400
福建阳光集团有限公司,福建,350000100007528
联发集团有限公司,福建,350200400009372
航天工业发展股份有限公司,福建,350000100019539
贵人鸟股份有限公司,福建,350500400022497
邵武市中鼎竹业有限公司,福建,350781100008185
闽西兴杭国有资产投资经营有限公司,福建,350823100004953
阳光城集团股份有限公司,福建,350000100012308
龙岩北山煤矿有限责任公司,福建,350000100008738


九江市北门旅游开发建设有限公司,江西,360402110000576
九江金凤凰装饰材料有限公司,江西,360400520001873
南昌市政公用投资控股有限责任公司,江西,360100110012204
安源煤业集团股份有限公司,江西,360000110008833
新余钢铁股份有限公司,江西,360000521000025
景德镇市国有资产经营管理有限公司,江西,360200110000572
江中药业股份有限公司,江西,360000110004725
江西万年青水泥股份有限公司,江西,360000110006330
江西华春色纺科技发展有限公司,江西,360921210003964
江西南昌旅游集团有限公司,江西,360100110010151
江西有色建设集团有限公司,江西,360000110002834
江西正邦科技股份有限公司,江西,360000511000013
江西沃格光电股份有限公司,江西,360500210021945
江西洪城水业股份有限公司,江西,360000110007679
江西省路桥工程集团有限公司,江西,360000210005072
江西绿保木竹有限公司,江西,360924210001954
江西赣粤高速公路股份有限公司,江西,360000110007603
江西长运股份有限公司,江西,360000110006516
泰豪科技股份有限公司,江西,360000110005386


东君乳业（禹城）有限公司,山东,371400400000937
东营科力化工有限公司,山东,370523228008543
临沂医药集团有限公司,山东,371300018021718
临沂天喜实业有限责任公司,山东,371302228007678
兖州煤业股份有限公司,山东,370000400001016
冠县港海薄板有限公司,山东,371525228002450
南山集团有限公司,山东,370681018010341
城发投资集团有限公司,山东,370211018020848
威海市国有资本运营有限公司,山东,371000000001467
寿光市金海投资开发有限公司,山东,370783200017940
寿光市鲁丽木业有限公司,山东,370783018004998
山东万思顿农业产业园有限公司,山东,371624228004973
山东三星集团有限公司,山东,371626228004803
山东中文实业集团有限公司,山东,370781228005362
山东中磁视讯股份有限公司,山东,370000228048848
山东乳山维多利亚海湾旅游开发股份有限公司,山东,371083018013641
山东众冠钢板有限公司,山东,371500228042880
山东南山铝业股份有限公司,山东,370000018024165
山东博润实业有限公司,山东,370783228002329
山东博特精工股份有限公司,山东,370800228082904
山东博瑞格生物资源制品有限公司,山东,371200400001484
山东墨龙石油机械股份有限公司,山东,370000400000030
山东天宝建设集团有限公司,山东,370000018036962
山东天泰钢塑有限公司,山东,371526228007229
山东如意科技集团有限公司,山东,370800400001688
山东姜仔鸭农业产业集团有限公司,山东,370923200001910
山东威斯特车业有限公司,山东,370420200002373
山东寿光神润发海洋化工有限公司,山东,370783228076979
山东恒通膨胀节制造有限公司,山东,370902228004644
山东恒邦冶炼股份有限公司,山东,370000228037525
山东惠泽农牧科技有限公司,山东,371626228012942
山东新宇包装股份有限公司,山东,371424228001518
山东晨鸣纸业集团股份有限公司,山东,370000400001170
山东泉兴中联水泥有限公司,山东,370400000003260
山东泰丰制动系统科技股份有限公司,山东,370783228026457
山东泰丰矿业集团有限公司,山东,370000018071750
山东派森科技有限公司,山东,371428200001965
山东海洋投资有限公司,山东,370000000002246
山东海益宝水产股份有限公司,山东,3702002806587-A
山东润峰集团新能源科技有限公司,山东,370826200001001
山东滨州新天阳化工有限责任公司,山东,371600228018133
山东焦化集团有限公司,山东,370300228093961
山东物流集团（青岛）有限公司,山东,370220228000808
山东玉皇化工有限公司,山东,371728018000186
山东畅通路桥股份有限公司,山东,370785228002009
山东省博发油脂有限公司,山东,371728200001327
山东胜伟园林科技有限公司,山东,370726228019971
山东赛特新材料股份有限公司,山东,370300400001666
山东金茂纺织化工集团有限公司,山东,370524228008573
山东金阳矿业集团有限公司,山东,370000018075760
山东金鹏生物科技有限公司,山东,371482028004485
山东钛宝钛业有限公司,山东,370903200002604
山东钢铁集团有限公司,山东,370000000000277
山东阳谷华泰化工股份有限公司,山东,371521228000437
山东高唐泉洁纸业有限公司,山东,371526228005364
山东高速股份有限公司,山东,370000018045596
山东黄金矿业股份有限公司,山东,370000018059438
希努尔男装股份有限公司,山东,370700400007668
招金矿业股份有限公司,山东,370000018082374
文登张家埠新港工程有限公司,山东,371081200000276
日照港股份有限公司,山东,370000018076502
昌邑市明兴饲料有限责任公司,山东,370786228014375
枣庄南郊热电有限公司,山东,370400018013257
济南群康食品有限公司,山东,370100000041069
济南高新控股集团有限公司,山东,370127000000314
济宁中科环保电力有限公司,山东,370800200014771
济宁四和供热有限公司,山东,370800018014087
济宁碳素集团有限公司,山东,370811018000073
潍坊振富工贸有限公司,山东,370785200007671
潍坊金正食品股份有限公司,山东,370783228004564
莒南县鸿润食品有限公司,山东,371300400003929
莱芜信通印刷设备有限公司,山东,371220228002932
西王集团有限公司,山东,371626018009778
诸城威仕达机械有限公司,山东,370700400009260
赛轮金宇集团股份有限公司,山东,370211228042403
软控股份有限公司,山东,370200018065259
金乡县华光食品进出口有限公司,山东,370828228005222
锦昉棉业科技有限公司,山东,370785200005063
青岛三特电器集团有限公司,山东,370282230020608
青岛国际橡胶交易市场有限公司,山东,370220228012426
青岛宁泰鑫环保科技股份有限公司,山东,370200230022360
青岛市城阳蔬菜水产品批发市场有限公司,山东,370214018012160
青岛市恒顺众昇集团股份有限公司,山东,370214018001595
青岛澳洋塑料制品有限公司,山东,370211018021548
青岛豪士诚能源科技有限公司,山东,370211230001853
青岛金王应用化学股份有限公司,山东,370282400001546
青岛银河环保股份有限公司,山东,370200228055106
青州市宏利水务有限公司,山东,370781018002571
高密思美尔服饰有限公司,山东,370700400007869
魏桥纺织股份有限公司,山东,370000018046763
鲁信创业投资集团股份有限公司,山东,370000018008727
鲁西化工集团股份有限公司,山东,370000018010623


中信重工机械股份有限公司,河南,410300110053941
中建投工程技术有限公司,河南,410192000013162
中航光电科技股份有限公司,河南,410000100020142
天瑞集团水泥有限公司,河南,410000400000254
好想你枣业股份有限公司,河南,410184100001492
安阳钢铁股份有限公司,河南,410000100050278
平顶山天安煤业股份有限公司,河南,410000100020038
平顶山平临高速公路有限责任公司,河南,410400400000664
新郑市政通投资控股有限公司,河南,410184000019330
